store,offset,size,label,source
IntelSetup,0x85D,1,Compliance Mode,Platform
IntelSetup,0x8B5,1,EOI,Platform
IntelSetup,0x8E1,1,Fatal Err Over,Platform
IntelSetup,0x90D,1,Non-Fatal Err Over,Platform
IntelSetup,0x939,1,Corr Err Over,Platform
IntelSetup,0x965,1,ACPI PME Interrupt,Platform
IntelSetup,0x991,1,L0s Support,Platform
IntelSetup,0x9E9,1,P2P Memory Write,Platform
IntelSetup,0xA15,1,P2P Memory Read,Platform
IntelSetup,0xA83,1,PME to ACK,Platform
IntelSetup,0xAC5,1,HotPlug ACPI Mode,Platform
IntelSetup,0xAF1,1,PM ACPI Mode,Platform
IntelSetup,0xE31,1,Gen3 Eq Mode,Platform
IntelSetup,0xE5D,1,Gen3 Spec Mode,Platform
IntelSetup,0xEB5,1,Gen3 Phase2 Mode,Platform
IntelSetup,0xF0D,1,Ph2 TxEq Precursor,Platform
IntelSetup,0xF39,1,Ph2 TxEq Cursor,Platform
IntelSetup,0xF65,1,Ph2 TxEq Postcursor,Platform
IntelSetup,0xEE1,1,Gen3 Phase3 Mode,Platform
IntelSetup,0xF91,1,Ph3 TxEq Precursor,Platform
IntelSetup,0xFBD,1,Ph3 TxEq Cursor,Platform
IntelSetup,0xFE9,1,Ph3 TxEq Postcursor,Platform
IntelSetup,0xE89,1,Gen3 Linkup Flow,Platform
IntelSetup,0x1015,1,Gen3 Retrain Type,Platform
IntelSetup,0x1041,1,Gen3 DN Tx Preset,Platform
IntelSetup,0x106D,1,Gen3 DN Rx Preset Hint,Platform
IntelSetup,0x1099,1,Gen3 UP Tx Preset,Platform
IntelSetup,0xBD8,1,Hide Port?,Platform
IntelSetup,0x1724,1,Pcie Ecrc,Platform
IntelSetup,0x756,1,PCI-E Port,Platform
IntelSetup,0x420,1,Hot Plug Capable,Platform
IntelSetup,0xC72,1,Extra Bus Reserved,Platform
IntelSetup,0xCC3,2,Reserved Memory,Platform
IntelSetup,0xD7A,1,Reseved Memory Alignment,Platform
IntelSetup,0xD1B,2,Prefetchable Memory,Platform
IntelSetup,0xDA6,1,Prefetchable Memory Alignment,Platform
IntelSetup,0xD4E,1,Reserved I/O,Platform
IntelSetup,0x572,1,PCI-E Port Link,Platform
IntelSetup,0x832,1,Link Speed,Platform
IntelSetup,0x1751,1,Override Max Link Width,Platform
IntelSetup,0x88A,1,PCI-E Port DeEmphasis,Platform
IntelSetup,0x5CA,1,PCI-E Port Clocking,Platform
IntelSetup,0x5F6,1,PCI-E Slot Clock Source,Platform
IntelSetup,0x622,1,PCI-E Port Max Payload Size,Platform
IntelSetup,0x64E,1,PCI-E Port D-state,Platform
IntelSetup,0x59E,1,PCI-E ASPM Support,Platform
IntelSetup,0x67A,1,PCI-E Port L0s Exit Latency,Platform
IntelSetup,0x6A6,1,PCI-E Port L1 Exit Latency,Platform
IntelSetup,0x6D2,1,MSI,Platform
IntelSetup,0x6FE,1,PCI-E Extended Sync,Platform
IntelSetup,0x85E,1,Compliance Mode,Platform
IntelSetup,0x8B6,1,EOI,Platform
IntelSetup,0x8E2,1,Fatal Err Over,Platform
IntelSetup,0x90E,1,Non-Fatal Err Over,Platform
IntelSetup,0x93A,1,Corr Err Over,Platform
IntelSetup,0x966,1,ACPI PME Interrupt,Platform
IntelSetup,0x992,1,L0s Support,Platform
IntelSetup,0x9EA,1,P2P Memory Write,Platform
IntelSetup,0xA16,1,P2P Memory Read,Platform
IntelSetup,0xA84,1,PME to ACK,Platform
IntelSetup,0xAC6,1,HotPlug ACPI Mode,Platform
IntelSetup,0xAF2,1,PM ACPI Mode,Platform
IntelSetup,0xE32,1,Gen3 Eq Mode,Platform
IntelSetup,0xE5E,1,Gen3 Spec Mode,Platform
IntelSetup,0xEB6,1,Gen3 Phase2 Mode,Platform
IntelSetup,0xF0E,1,Ph2 TxEq Precursor,Platform
IntelSetup,0xF3A,1,Ph2 TxEq Cursor,Platform
IntelSetup,0xF66,1,Ph2 TxEq Postcursor,Platform
IntelSetup,0xEE2,1,Gen3 Phase3 Mode,Platform
IntelSetup,0xF92,1,Ph3 TxEq Precursor,Platform
IntelSetup,0xFBE,1,Ph3 TxEq Cursor,Platform
IntelSetup,0xFEA,1,Ph3 TxEq Postcursor,Platform
IntelSetup,0xE8A,1,Gen3 Linkup Flow,Platform
IntelSetup,0x1016,1,Gen3 Retrain Type,Platform
IntelSetup,0x1042,1,Gen3 DN Tx Preset,Platform
IntelSetup,0x106E,1,Gen3 DN Rx Preset Hint,Platform
IntelSetup,0x109A,1,Gen3 UP Tx Preset,Platform
IntelSetup,0xBD9,1,Hide Port?,Platform
IntelSetup,0x1725,1,Pcie Ecrc,Platform
IntelSetup,0x757,1,PCI-E Port,Platform
IntelSetup,0x421,1,Hot Plug Capable,Platform
IntelSetup,0xC73,1,Extra Bus Reserved,Platform
IntelSetup,0xCC5,2,Reserved Memory,Platform
IntelSetup,0xD7B,1,Reseved Memory Alignment,Platform
IntelSetup,0xD1D,2,Prefetchable Memory,Platform
IntelSetup,0xDA7,1,Prefetchable Memory Alignment,Platform
IntelSetup,0xD4F,1,Reserved I/O,Platform
IntelSetup,0x573,1,PCI-E Port Link,Platform
IntelSetup,0x833,1,Link Speed,Platform
IntelSetup,0x1752,1,Override Max Link Width,Platform
IntelSetup,0x88B,1,PCI-E Port DeEmphasis,Platform
IntelSetup,0x5CB,1,PCI-E Port Clocking,Platform
IntelSetup,0x5F7,1,PCI-E Slot Clock Source,Platform
IntelSetup,0x623,1,PCI-E Port Max Payload Size,Platform
IntelSetup,0x64F,1,PCI-E Port D-state,Platform
IntelSetup,0x59F,1,PCI-E ASPM Support,Platform
IntelSetup,0x67B,1,PCI-E Port L0s Exit Latency,Platform
IntelSetup,0x6A7,1,PCI-E Port L1 Exit Latency,Platform
IntelSetup,0x6D3,1,MSI,Platform
IntelSetup,0x6FF,1,PCI-E Extended Sync,Platform
IntelSetup,0x85F,1,Compliance Mode,Platform
IntelSetup,0x8B7,1,EOI,Platform
IntelSetup,0x8E3,1,Fatal Err Over,Platform
IntelSetup,0x90F,1,Non-Fatal Err Over,Platform
IntelSetup,0x93B,1,Corr Err Over,Platform
IntelSetup,0x967,1,ACPI PME Interrupt,Platform
IntelSetup,0x993,1,L0s Support,Platform
IntelSetup,0x9EB,1,P2P Memory Write,Platform
IntelSetup,0xA17,1,P2P Memory Read,Platform
IntelSetup,0xA85,1,PME to ACK,Platform
IntelSetup,0xAC7,1,HotPlug ACPI Mode,Platform
IntelSetup,0xAF3,1,PM ACPI Mode,Platform
IntelSetup,0xE33,1,Gen3 Eq Mode,Platform
IntelSetup,0xE5F,1,Gen3 Spec Mode,Platform
IntelSetup,0xEB7,1,Gen3 Phase2 Mode,Platform
IntelSetup,0xF0F,1,Ph2 TxEq Precursor,Platform
IntelSetup,0xF3B,1,Ph2 TxEq Cursor,Platform
IntelSetup,0xF67,1,Ph2 TxEq Postcursor,Platform
IntelSetup,0xEE3,1,Gen3 Phase3 Mode,Platform
IntelSetup,0xF93,1,Ph3 TxEq Precursor,Platform
IntelSetup,0xFBF,1,Ph3 TxEq Cursor,Platform
IntelSetup,0xFEB,1,Ph3 TxEq Postcursor,Platform
IntelSetup,0xE8B,1,Gen3 Linkup Flow,Platform
IntelSetup,0x1017,1,Gen3 Retrain Type,Platform
IntelSetup,0x1043,1,Gen3 DN Tx Preset,Platform
IntelSetup,0x106F,1,Gen3 DN Rx Preset Hint,Platform
IntelSetup,0x109B,1,Gen3 UP Tx Preset,Platform
IntelSetup,0xBDA,1,Hide Port?,Platform
IntelSetup,0x1726,1,Pcie Ecrc,Platform
IntelSetup,0x758,1,PCI-E Port,Platform
IntelSetup,0x422,1,Hot Plug Capable,Platform
IntelSetup,0xC74,1,Extra Bus Reserved,Platform
IntelSetup,0xCC7,2,Reserved Memory,Platform
IntelSetup,0xD7C,1,Reseved Memory Alignment,Platform
IntelSetup,0xD1F,2,Prefetchable Memory,Platform
IntelSetup,0xDA8,1,Prefetchable Memory Alignment,Platform
IntelSetup,0xD50,1,Reserved I/O,Platform
IntelSetup,0x574,1,PCI-E Port Link,Platform
IntelSetup,0x834,1,Link Speed,Platform
IntelSetup,0x1753,1,Override Max Link Width,Platform
IntelSetup,0x88C,1,PCI-E Port DeEmphasis,Platform
IntelSetup,0x5CC,1,PCI-E Port Clocking,Platform
IntelSetup,0x5F8,1,PCI-E Slot Clock Source,Platform
IntelSetup,0x624,1,PCI-E Port Max Payload Size,Platform
IntelSetup,0x650,1,PCI-E Port D-state,Platform
IntelSetup,0x5A0,1,PCI-E ASPM Support,Platform
IntelSetup,0x67C,1,PCI-E Port L0s Exit Latency,Platform
IntelSetup,0x6A8,1,PCI-E Port L1 Exit Latency,Platform
IntelSetup,0x6D4,1,MSI,Platform
IntelSetup,0x700,1,PCI-E Extended Sync,Platform
IntelSetup,0x860,1,Compliance Mode,Platform
IntelSetup,0x8B8,1,EOI,Platform
IntelSetup,0x8E4,1,Fatal Err Over,Platform
IntelSetup,0x910,1,Non-Fatal Err Over,Platform
IntelSetup,0x93C,1,Corr Err Over,Platform
IntelSetup,0x968,1,ACPI PME Interrupt,Platform
IntelSetup,0x994,1,L0s Support,Platform
IntelSetup,0x9EC,1,P2P Memory Write,Platform
IntelSetup,0xA18,1,P2P Memory Read,Platform
IntelSetup,0xA86,1,PME to ACK,Platform
IntelSetup,0xAC8,1,HotPlug ACPI Mode,Platform
IntelSetup,0xAF4,1,PM ACPI Mode,Platform
IntelSetup,0xE34,1,Gen3 Eq Mode,Platform
IntelSetup,0xE60,1,Gen3 Spec Mode,Platform
IntelSetup,0xEB8,1,Gen3 Phase2 Mode,Platform
IntelSetup,0xF10,1,Ph2 TxEq Precursor,Platform
IntelSetup,0xF3C,1,Ph2 TxEq Cursor,Platform
IntelSetup,0xF68,1,Ph2 TxEq Postcursor,Platform
IntelSetup,0xEE4,1,Gen3 Phase3 Mode,Platform
IntelSetup,0xF94,1,Ph3 TxEq Precursor,Platform
IntelSetup,0xFC0,1,Ph3 TxEq Cursor,Platform
IntelSetup,0xFEC,1,Ph3 TxEq Postcursor,Platform
IntelSetup,0xE8C,1,Gen3 Linkup Flow,Platform
IntelSetup,0x1018,1,Gen3 Retrain Type,Platform
IntelSetup,0x1044,1,Gen3 DN Tx Preset,Platform
IntelSetup,0x1070,1,Gen3 DN Rx Preset Hint,Platform
IntelSetup,0x109C,1,Gen3 UP Tx Preset,Platform
IntelSetup,0xBDB,1,Hide Port?,Platform
IntelSetup,0x1727,1,Pcie Ecrc,Platform
IntelSetup,0x759,1,PCI-E Port,Platform
IntelSetup,0x423,1,Hot Plug Capable,Platform
IntelSetup,0xC75,1,Extra Bus Reserved,Platform
IntelSetup,0xCC9,2,Reserved Memory,Platform
IntelSetup,0xD7D,1,Reseved Memory Alignment,Platform
IntelSetup,0xD21,2,Prefetchable Memory,Platform
IntelSetup,0xDA9,1,Prefetchable Memory Alignment,Platform
IntelSetup,0xD51,1,Reserved I/O,Platform
IntelSetup,0x575,1,PCI-E Port Link,Platform
IntelSetup,0x835,1,Link Speed,Platform
IntelSetup,0x1754,1,Override Max Link Width,Platform
IntelSetup,0x88D,1,PCI-E Port DeEmphasis,Platform
IntelSetup,0x5CD,1,PCI-E Port Clocking,Platform
IntelSetup,0x5F9,1,PCI-E Slot Clock Source,Platform
IntelSetup,0x625,1,PCI-E Port Max Payload Size,Platform
IntelSetup,0x651,1,PCI-E Port D-state,Platform
IntelSetup,0x5A1,1,PCI-E ASPM Support,Platform
IntelSetup,0x67D,1,PCI-E Port L0s Exit Latency,Platform
IntelSetup,0x6A9,1,PCI-E Port L1 Exit Latency,Platform
IntelSetup,0x6D5,1,MSI,Platform
IntelSetup,0x701,1,PCI-E Extended Sync,Platform
IntelSetup,0x861,1,Compliance Mode,Platform
IntelSetup,0x8B9,1,EOI,Platform
IntelSetup,0x8E5,1,Fatal Err Over,Platform
IntelSetup,0x911,1,Non-Fatal Err Over,Platform
IntelSetup,0x93D,1,Corr Err Over,Platform
IntelSetup,0x969,1,ACPI PME Interrupt,Platform
IntelSetup,0x995,1,L0s Support,Platform
IntelSetup,0x9ED,1,P2P Memory Write,Platform
IntelSetup,0xA19,1,P2P Memory Read,Platform
IntelSetup,0xA87,1,PME to ACK,Platform
IntelSetup,0xAC9,1,HotPlug ACPI Mode,Platform
IntelSetup,0xAF5,1,PM ACPI Mode,Platform
IntelSetup,0xE35,1,Gen3 Eq Mode,Platform
IntelSetup,0xE61,1,Gen3 Spec Mode,Platform
IntelSetup,0xEB9,1,Gen3 Phase2 Mode,Platform
IntelSetup,0xF11,1,Ph2 TxEq Precursor,Platform
IntelSetup,0xF3D,1,Ph2 TxEq Cursor,Platform
IntelSetup,0xF69,1,Ph2 TxEq Postcursor,Platform
IntelSetup,0xEE5,1,Gen3 Phase3 Mode,Platform
IntelSetup,0xF95,1,Ph3 TxEq Precursor,Platform
IntelSetup,0xFC1,1,Ph3 TxEq Cursor,Platform
IntelSetup,0xFED,1,Ph3 TxEq Postcursor,Platform
IntelSetup,0xE8D,1,Gen3 Linkup Flow,Platform
IntelSetup,0x1019,1,Gen3 Retrain Type,Platform
IntelSetup,0x1045,1,Gen3 DN Tx Preset,Platform
IntelSetup,0x1071,1,Gen3 DN Rx Preset Hint,Platform
IntelSetup,0x109D,1,Gen3 UP Tx Preset,Platform
IntelSetup,0xDDC,1,Non-Transparent Bridge PCIe Port Definition,Platform
IntelSetup,0xDE0,1,Enable NTB BARs,Platform
IntelSetup,0xDE4,1,Enable SPLIT BARs,Platform
IntelSetup,0xDE8,1,Primary BAR 23 Size,Platform
IntelSetup,0xDF0,1,Primary BAR 4 Size,Platform
IntelSetup,0xDF4,1,Primary BAR 5 Size,Platform
IntelSetup,0xDEC,1,Primary BAR 45 Size,Platform
IntelSetup,0xDF8,1,Secondary BAR 23 Size,Platform
IntelSetup,0xE00,1,Secondary BAR 4 Size,Platform
IntelSetup,0xE04,1,Secondary BAR 5 Size,Platform
IntelSetup,0xDFC,1,Secondary BAR 45 Size,Platform
IntelSetup,0xE08,1,Secondary BAR 0/1 Prefetchable,Platform
IntelSetup,0xE0C,1,Crosslink control Override,Platform
IntelSetup,0xBDC,1,Hide Port?,Platform
IntelSetup,0x1728,1,Pcie Ecrc,Platform
IntelSetup,0x75A,1,PCI-E Port,Platform
IntelSetup,0x424,1,Hot Plug Capable,Platform
IntelSetup,0xC76,1,Extra Bus Reserved,Platform
IntelSetup,0xCCB,2,Reserved Memory,Platform
IntelSetup,0xD7E,1,Reseved Memory Alignment,Platform
IntelSetup,0xD23,2,Prefetchable Memory,Platform
IntelSetup,0xDAA,1,Prefetchable Memory Alignment,Platform
IntelSetup,0xD52,1,Reserved I/O,Platform
IntelSetup,0x576,1,PCI-E Port Link,Platform
IntelSetup,0x836,1,Link Speed,Platform
IntelSetup,0x1755,1,Override Max Link Width,Platform
IntelSetup,0x88E,1,PCI-E Port DeEmphasis,Platform
IntelSetup,0x5CE,1,PCI-E Port Clocking,Platform
IntelSetup,0x5FA,1,PCI-E Slot Clock Source,Platform
IntelSetup,0x626,1,PCI-E Port Max Payload Size,Platform
IntelSetup,0x652,1,PCI-E Port D-state,Platform
IntelSetup,0x5A2,1,PCI-E ASPM Support,Platform
IntelSetup,0x67E,1,PCI-E Port L0s Exit Latency,Platform
IntelSetup,0x6AA,1,PCI-E Port L1 Exit Latency,Platform
IntelSetup,0x6D6,1,MSI,Platform
IntelSetup,0x702,1,PCI-E Extended Sync,Platform
IntelSetup,0x862,1,Compliance Mode,Platform
IntelSetup,0x8BA,1,EOI,Platform
IntelSetup,0x8E6,1,Fatal Err Over,Platform
IntelSetup,0x912,1,Non-Fatal Err Over,Platform
IntelSetup,0x93E,1,Corr Err Over,Platform
IntelSetup,0x96A,1,ACPI PME Interrupt,Platform
IntelSetup,0x996,1,L0s Support,Platform
IntelSetup,0x9EE,1,P2P Memory Write,Platform
IntelSetup,0xA1A,1,P2P Memory Read,Platform
IntelSetup,0xA88,1,PME to ACK,Platform
IntelSetup,0xACA,1,HotPlug ACPI Mode,Platform
IntelSetup,0xAF6,1,PM ACPI Mode,Platform
IntelSetup,0xE36,1,Gen3 Eq Mode,Platform
IntelSetup,0xE62,1,Gen3 Spec Mode,Platform
IntelSetup,0xEBA,1,Gen3 Phase2 Mode,Platform
IntelSetup,0xF12,1,Ph2 TxEq Precursor,Platform
IntelSetup,0xF3E,1,Ph2 TxEq Cursor,Platform
IntelSetup,0xF6A,1,Ph2 TxEq Postcursor,Platform
IntelSetup,0xEE6,1,Gen3 Phase3 Mode,Platform
IntelSetup,0xF96,1,Ph3 TxEq Precursor,Platform
IntelSetup,0xFC2,1,Ph3 TxEq Cursor,Platform
IntelSetup,0xFEE,1,Ph3 TxEq Postcursor,Platform
IntelSetup,0xE8E,1,Gen3 Linkup Flow,Platform
IntelSetup,0x101A,1,Gen3 Retrain Type,Platform
IntelSetup,0x1046,1,Gen3 DN Tx Preset,Platform
IntelSetup,0x1072,1,Gen3 DN Rx Preset Hint,Platform
IntelSetup,0x109E,1,Gen3 UP Tx Preset,Platform
IntelSetup,0xBDD,1,Hide Port?,Platform
IntelSetup,0x1729,1,Pcie Ecrc,Platform
IntelSetup,0x75B,1,PCI-E Port,Platform
IntelSetup,0x425,1,Hot Plug Capable,Platform
IntelSetup,0xC77,1,Extra Bus Reserved,Platform
IntelSetup,0xCCD,2,Reserved Memory,Platform
IntelSetup,0xD7F,1,Reseved Memory Alignment,Platform
IntelSetup,0xD25,2,Prefetchable Memory,Platform
IntelSetup,0xDAB,1,Prefetchable Memory Alignment,Platform
IntelSetup,0xD53,1,Reserved I/O,Platform
IntelSetup,0x577,1,PCI-E Port Link,Platform
IntelSetup,0x837,1,Link Speed,Platform
IntelSetup,0x1756,1,Override Max Link Width,Platform
IntelSetup,0x88F,1,PCI-E Port DeEmphasis,Platform
IntelSetup,0x5CF,1,PCI-E Port Clocking,Platform
IntelSetup,0x5FB,1,PCI-E Slot Clock Source,Platform
IntelSetup,0x627,1,PCI-E Port Max Payload Size,Platform
IntelSetup,0x653,1,PCI-E Port D-state,Platform
IntelSetup,0x5A3,1,PCI-E ASPM Support,Platform
IntelSetup,0x67F,1,PCI-E Port L0s Exit Latency,Platform
IntelSetup,0x6AB,1,PCI-E Port L1 Exit Latency,Platform
IntelSetup,0x6D7,1,MSI,Platform
IntelSetup,0x703,1,PCI-E Extended Sync,Platform
IntelSetup,0x863,1,Compliance Mode,Platform
IntelSetup,0x8BB,1,EOI,Platform
IntelSetup,0x8E7,1,Fatal Err Over,Platform
IntelSetup,0x913,1,Non-Fatal Err Over,Platform
IntelSetup,0x93F,1,Corr Err Over,Platform
IntelSetup,0x96B,1,ACPI PME Interrupt,Platform
IntelSetup,0x997,1,L0s Support,Platform
IntelSetup,0x9EF,1,P2P Memory Write,Platform
IntelSetup,0xA1B,1,P2P Memory Read,Platform
IntelSetup,0xA89,1,PME to ACK,Platform
IntelSetup,0xACB,1,HotPlug ACPI Mode,Platform
IntelSetup,0xAF7,1,PM ACPI Mode,Platform
IntelSetup,0xE37,1,Gen3 Eq Mode,Platform
IntelSetup,0xE63,1,Gen3 Spec Mode,Platform
IntelSetup,0xEBB,1,Gen3 Phase2 Mode,Platform
IntelSetup,0xF13,1,Ph2 TxEq Precursor,Platform
IntelSetup,0xF3F,1,Ph2 TxEq Cursor,Platform
IntelSetup,0xF6B,1,Ph2 TxEq Postcursor,Platform
IntelSetup,0xEE7,1,Gen3 Phase3 Mode,Platform
IntelSetup,0xF97,1,Ph3 TxEq Precursor,Platform
IntelSetup,0xFC3,1,Ph3 TxEq Cursor,Platform
IntelSetup,0xFEF,1,Ph3 TxEq Postcursor,Platform
IntelSetup,0xE8F,1,Gen3 Linkup Flow,Platform
IntelSetup,0x101B,1,Gen3 Retrain Type,Platform
IntelSetup,0x1047,1,Gen3 DN Tx Preset,Platform
IntelSetup,0x1073,1,Gen3 DN Rx Preset Hint,Platform
IntelSetup,0x109F,1,Gen3 UP Tx Preset,Platform
IntelSetup,0xBDE,1,Hide Port?,Platform
IntelSetup,0x172A,1,Pcie Ecrc,Platform
IntelSetup,0x75C,1,PCI-E Port,Platform
IntelSetup,0x426,1,Hot Plug Capable,Platform
IntelSetup,0xC78,1,Extra Bus Reserved,Platform
IntelSetup,0xCCF,2,Reserved Memory,Platform
IntelSetup,0xD80,1,Reseved Memory Alignment,Platform
IntelSetup,0xD27,2,Prefetchable Memory,Platform
IntelSetup,0xDAC,1,Prefetchable Memory Alignment,Platform
IntelSetup,0xD54,1,Reserved I/O,Platform
IntelSetup,0x578,1,PCI-E Port Link,Platform
IntelSetup,0x838,1,Link Speed,Platform
IntelSetup,0x1757,1,Override Max Link Width,Platform
IntelSetup,0x890,1,PCI-E Port DeEmphasis,Platform
IntelSetup,0x5D0,1,PCI-E Port Clocking,Platform
IntelSetup,0x5FC,1,PCI-E Slot Clock Source,Platform
IntelSetup,0x628,1,PCI-E Port Max Payload Size,Platform
IntelSetup,0x654,1,PCI-E Port D-state,Platform
IntelSetup,0x5A4,1,PCI-E ASPM Support,Platform
IntelSetup,0x680,1,PCI-E Port L0s Exit Latency,Platform
IntelSetup,0x6AC,1,PCI-E Port L1 Exit Latency,Platform
IntelSetup,0x6D8,1,MSI,Platform
IntelSetup,0x704,1,PCI-E Extended Sync,Platform
IntelSetup,0x864,1,Compliance Mode,Platform
IntelSetup,0x8BC,1,EOI,Platform
IntelSetup,0x8E8,1,Fatal Err Over,Platform
IntelSetup,0x914,1,Non-Fatal Err Over,Platform
IntelSetup,0x940,1,Corr Err Over,Platform
IntelSetup,0x96C,1,ACPI PME Interrupt,Platform
IntelSetup,0x998,1,L0s Support,Platform
IntelSetup,0x9F0,1,P2P Memory Write,Platform
IntelSetup,0xA1C,1,P2P Memory Read,Platform
IntelSetup,0xA8A,1,PME to ACK,Platform
IntelSetup,0xACC,1,HotPlug ACPI Mode,Platform
IntelSetup,0xAF8,1,PM ACPI Mode,Platform
IntelSetup,0xE38,1,Gen3 Eq Mode,Platform
IntelSetup,0xE64,1,Gen3 Spec Mode,Platform
IntelSetup,0xEBC,1,Gen3 Phase2 Mode,Platform
IntelSetup,0xF14,1,Ph2 TxEq Precursor,Platform
IntelSetup,0xF40,1,Ph2 TxEq Cursor,Platform
IntelSetup,0xF6C,1,Ph2 TxEq Postcursor,Platform
IntelSetup,0xEE8,1,Gen3 Phase3 Mode,Platform
IntelSetup,0xF98,1,Ph3 TxEq Precursor,Platform
IntelSetup,0xFC4,1,Ph3 TxEq Cursor,Platform
IntelSetup,0xFF0,1,Ph3 TxEq Postcursor,Platform
IntelSetup,0xE90,1,Gen3 Linkup Flow,Platform
IntelSetup,0x101C,1,Gen3 Retrain Type,Platform
IntelSetup,0x1048,1,Gen3 DN Tx Preset,Platform
IntelSetup,0x1074,1,Gen3 DN Rx Preset Hint,Platform
IntelSetup,0x10A0,1,Gen3 UP Tx Preset,Platform
IntelSetup,0xBDF,1,Hide Port?,Platform
IntelSetup,0x172B,1,Pcie Ecrc,Platform
IntelSetup,0x2A4,1,System Errors,Platform
IntelSetup,0x2B4,1,McBankErrorInjectionSupport,Platform
IntelSetup,0x2B5,1,Clear McBankErrors,Platform
IntelSetup,0x2A6,1,System Poison,Platform
IntelSetup,0x2A8,1,IIO Error Enable,Platform
IntelSetup,0x2A7,1,PCH Error Enable,Platform
IntelSetup,0x2A9,1,EMCA Logging Support,Platform
IntelSetup,0x2AB,1,Ignore OS EMCA Opt-in,Platform
IntelSetup,0x2AA,1,EMCA CMCI-SMI Morphing,Platform
IntelSetup,0x2AC,1,EMCA MCE-SMI Morphing,Platform
IntelSetup,0x2AD,1,UBOX UMC TO SMI ENABLE,Platform
IntelSetup,0x1780,1,Enable Cloaking,Platform
IntelSetup,0x2B8,1,SMI QPI Lane Failover,Platform
IntelSetup,0x2BE,1,Error pin Programming for IIO,Platform
IntelSetup,0x2BF,1,IIO IRP0 protocol parity error,Platform
IntelSetup,0x2C0,1,IIO IRP0 protocol qt overflow underflow error,Platform
IntelSetup,0x2C1,1,IIO IRP0 protocol rcvd unexprsp,Platform
IntelSetup,0x2C2,1,IIO IRP0 csr acc 32b unaligned,Platform
IntelSetup,0x2C3,1,IIO IRP0 wrcache uncecc error,Platform
IntelSetup,0x2C4,1,IIO IRP0 protocol rcvd poison error,Platform
IntelSetup,0x2C5,1,IIO IRP0 wrcache correcc error,Platform
IntelSetup,0x2C6,1,IIO IRP1 protocol parity error,Platform
IntelSetup,0x2C7,1,IIO IRP1 protocol qt overflow underflow error,Platform
IntelSetup,0x2C8,1,IIO IRP1 protocol rcvd unexprsp,Platform
IntelSetup,0x2C9,1,IIO IRP1 csr acc 32b unaligned,Platform
IntelSetup,0x2CA,1,IIO IRP1 wrcache uncecc error,Platform
IntelSetup,0x2CB,1,IIO IRP1 protocol rcvd poison error,Platform
IntelSetup,0x2CC,1,IIO IRP1 wrcache correcc error,Platform
IntelSetup,0x2D0,1,PCI-Ex Error Enable,Platform
IntelSetup,0x2CF,1,Corrected Error Enable,Platform
IntelSetup,0x2CE,1,Uncorrected Error Enable,Platform
IntelSetup,0x2CD,1,Fatal Error Enable,Platform
IntelSetup,0x2D3,1,PCIe Correctable error threshold,Platform
IntelSetup,0x2D1,1,Enable SERR propagation,Platform
IntelSetup,0x2D2,1,Enable PERR propagation,Platform
IntelSetup,0x2AE,1,WHEA Support,Platform
IntelSetup,0x2AF,1,WHEA Error Injection 5.0 Extension,Platform
IntelSetup,0x2B1,1,WHEA FFM Logging,Platform
IntelSetup,0x2B0,1,Whea UEFI Revision,Platform
IntelSetup,0x2B2,1,WHEA PCIe Error Injection,Platform
IntelSetup,0x2B3,1,WHEA PCIe EInj Action Table,Platform
IntelSetup,0x2B9,1,Memory corrected Error enbaling,Platform
IntelSetup,0x2BA,1,Spare interrupt,Platform
IntelSetup,0x2BC,1,Mirror FailOver Smi,Platform
IntelSetup,0x1294,1,Enforce POR,Platform
IntelSetup,0x17AA,1,PPR Type,Platform
IntelSetup,0x17AB,1,PPR Error Injection test,Platform
IntelSetup,0x1248,1,Memory Frequency,Platform
IntelSetup,0x1206,1,DDR3 Voltage Level,Platform
IntelSetup,0x126A,1,MRC Promote Warnings,Platform
IntelSetup,0x126B,1,Promote Warnings,Platform
IntelSetup,0x1226,1,Halt on mem Training Error,Platform
IntelSetup,0x1269,1,Multi-Threaded MRC,Platform
IntelSetup,0x11FF,1,ECC Support,Platform
IntelSetup,0x1793,1,Enforce Timeout,Platform
IntelSetup,0x129D,1,Enhanced Log Parsing,Platform
IntelSetup,0x1775,1,BSSA Module Loader,Platform
IntelSetup,0x1794,1,Backside RMT,Platform
IntelSetup,0x124A,1,Rank Multiplication,Platform
IntelSetup,0x124B,1,LRDIMM Module Delay,Platform
IntelSetup,0x11EF,1,MemTest,Platform
IntelSetup,0x11F0,2,MemTestLoops,Platform
IntelSetup,0x11F2,1,Dram Maintenance Test,Platform
IntelSetup,0x11F3,1,Dram Maintenance Test Direction,Platform
IntelSetup,0x11F4,1,Dram Maintenance Test Invertion,Platform
IntelSetup,0x11F5,4,Dram Maintenance Test Repetitions,Platform
IntelSetup,0x11F9,4,Dram Maintenance Test Interation on Row,Platform
IntelSetup,0x11FD,1,Dram Maintenance Swizzle enabling,Platform
IntelSetup,0x11FE,1,Dram Maintenance Refresh enabling during test,Platform
IntelSetup,0x11EE,1,Memory Type,Platform
IntelSetup,0x177A,1,CECC WA CH Mask,Platform
IntelSetup,0x1288,1,Rank Margin Tool,Platform
IntelSetup,0x124E,4,RMT Pattern Length,Platform
IntelSetup,0x1795,4,CMD Pattern Length,Platform
IntelSetup,0x129B,1,Per Bit Margin,Platform
